Name,EF,year,field
ARCH EUR SOCIOL,0.001,2007,sociology
CONTEMP SOCIOL,0.001,2007,sociology
SOCIOL SPECTRUM,0.001,2007,sociology
INT J SOCIOL LAW,0.001,2007,sociology
TEACH SOCIOL,0.001,2007,sociology
AM J ECON SOCIOL,0.001,2007,sociology
HUM STUD,0.001,2007,sociology
SOCIOLOGIA,0.001,2007,sociology
SOC COMPASS,0.001,2007,sociology
SOCIETY,0.001,2007,sociology
CAN REV SOC ANTHROP,0.001,2007,sociology
SOZ WELT,0.001,2007,sociology
J POLIT MIL SOCIOL,0.001,2007,sociology
J HIST SOCIOL,0.001,2007,sociology
SOTSIOL ISSLED+,0.001,2007,sociology
SOCIOL CAS,0.001,2007,sociology
SOCIOL THEOR METHOD,0.001,2007,sociology
POL SOCIOL REV,0.001,2007,sociology
SOCIOL FORSKNIN,0.001,2007,sociology
DRUS ISTRAZ,0.001,2007,sociology
CHINESE SOC ANTHROP,0.001,2007,sociology
AM SOCIOL REV,0.017,2008,sociology
AM J SOCIOL,0.015,2008,sociology
ANNU REV SOCIOL,0.008,2008,sociology
SOCIOL METHODOL,0.003,2008,sociology
SOCIOL METHOD RES,0.004,2008,sociology
SOC PROBL,0.005,2008,sociology
POPUL DEV REV,0.005,2008,sociology
SOCIOL EDUC,0.003,2008,sociology
SOC FORCES,0.011,2008,sociology
SOCIOL THEOR,0.003,2008,sociology
J MARRIAGE FAM,0.013,2008,sociology
SOC NETWORKS,0.003,2008,sociology
BODY SOC,0.001,2008,sociology
BRIT J SOCIOL,0.003,2008,sociology
SOC SCI RES,0.005,2008,sociology
MOBILIZATION,0.002,2008,sociology
POLIT SOC,0.002,2008,sociology
SOCIOL HEALTH ILL,0.005,2008,sociology
ECON SOC,0.003,2008,sociology
GENDER SOC,0.004,2008,sociology
THEOR SOC,0.002,2008,sociology
SOCIOLOGY,0.005,2008,sociology
GLOBAL NETW,0.002,2008,sociology
ETHNIC RACIAL STUD,0.004,2008,sociology
LAW SOC REV,0.003,2008,sociology
WORK OCCUPATION,0.002,2008,sociology
WORK EMPLOY SOC,0.003,2008,sociology
J SCI STUD RELIG,0.003,2008,sociology
SOCIOL REV,0.004,2008,sociology
YOUTH SOC,0.002,2008,sociology
EUR SOCIOL REV,0.003,2008,sociology
SOCIOL INQ,0.002,2008,sociology
SOC NATUR RESOUR,0.004,2008,sociology
SOCIOL RURALIS,0.002,2008,sociology
LANG SOC,0.001,2008,sociology
RURAL SOCIOL,0.002,2008,sociology
MEN MASC,0.001,2008,sociology
RATION SOC,0.001,2008,sociology
HUM ECOL,0.002,2008,sociology
ANNU REV LAW SOC SCI,0.001,2008,sociology
SOCIOL QUART,0.002,2008,sociology
EUR SOC,0.001,2008,sociology
SOCIOL PERSPECT,0.001,2008,sociology
POETICS,0.001,2008,sociology
J CONTEMP ETHNOGR,0.001,2008,sociology
SOCIOL RELIG,0.001,2008,sociology
DEVIANT BEHAV,0.001,2008,sociology
RACE CLASS,0.001,2008,sociology
DISCOURSE SOC,0.001,2008,sociology
SOC INDIC RES,0.004,2008,sociology
ACTA SOCIOL,0.001,2008,sociology
BRIT J SOCIOL EDUC,0.002,2008,sociology
INT SOCIOL,0.001,2008,sociology
J LEISURE RES,0.001,2008,sociology
J SOCIOL,0.001,2008,sociology
COMP STUD SOC HIST,0.001,2008,sociology
ARCH EUR SOCIOL,0.001,2008,sociology
CAN J SOCIOL,0.001,2008,sociology
INT J INTERCULT REL,0.001,2008,sociology
SOCIOL FORUM,0.001,2008,sociology
REV RELIG RES,0.001,2008,sociology
LEISURE SCI,0.001,2008,sociology
ANN TOURISM RES,0.002,2008,sociology
KOLNER Z SOZIOL SOZ,0.001,2008,sociology
MEDIA CULT SOC,0.001,2008,sociology
SYMB INTERACT,0.001,2008,sociology
Z SOZIOL,0.001,2008,sociology
J LAW SOC,0.001,2008,sociology
J SPORT SOC ISSUES,0.001,2008,sociology
SOCIOL RES ONLINE,0.001,2008,sociology
CONTEMP SOCIOL,0.001,2008,sociology
SOCIOL SPECTRUM,0.001,2008,sociology
J HIST SOCIOL,0.001,2008,sociology
CONTRIB INDIAN SOC,0.001,2008,sociology
ARMED FORCES SOC,0.001,2008,sociology
CAN REV SOCIOL,0.001,2008,sociology
INT J SOCIOL LAW,0.001,2008,sociology
J HIST SEXUALITY,0.001,2008,sociology
AM J ECON SOCIOL,0.001,2008,sociology
REV FR SOCIOL,0.001,2008,sociology
HUM STUD,0.001,2008,sociology
SOCIOL CAS,0.001,2008,sociology
DEVIANCE SOC,0.001,2008,sociology
SOC COMPASS,0.001,2008,sociology
SOCIETY,0.001,2008,sociology
CHINESE SOC ANTHROP,0.001,2008,sociology
SOCIOL TRAV,0.001,2008,sociology
SOZ WELT,0.001,2008,sociology
POL SOCIOL REV,0.001,2008,sociology
SOTSIOL ISSLED+,0.001,2008,sociology
BERL J SOZIOL,0.001,2008,sociology
TEACH SOCIOL,0.001,2008,sociology
DRUS ISTRAZ,0.001,2008,sociology
SOCIOLOGIA,0.001,2008,sociology
SOCIOL FORSKNIN,0.001,2008,sociology
SOCIOL THEOR METHOD,0.001,2008,sociology
CORNELL HOSP Q,0.001,2008,sociology
AM SOCIOL REV,0.017,2009,sociology
ANNU REV SOCIOL,0.008,2009,sociology
AM J SOCIOL,0.014,2009,sociology
SOCIOL METHOD RES,0.004,2009,sociology
SOCIOL EDUC,0.003,2009,sociology
CITY COMMUNITY,0.001,2009,sociology
SOCIOL METHODOL,0.002,2009,sociology
SOC PROBL,0.004,2009,sociology
SOC FORCES,0.012,2009,sociology
SOC NETWORKS,0.004,2009,sociology
J MARRIAGE FAM,0.012,2009,sociology
CURR SOCIOL,0.002,2009,sociology
BRIT J SOCIOL,0.004,2009,sociology
POPUL DEV REV,0.004,2009,sociology
WORK OCCUPATION,0.002,2009,sociology
SOCIOL THEOR,0.002,2009,sociology
GENDER SOC,0.004,2009,sociology
SOC SCI RES,0.006,2009,sociology
ECON SOC,0.003,2009,sociology
GLOBAL NETW,0.002,2009,sociology
EUR SOCIOL REV,0.003,2009,sociology
POLIT SOC,0.002,2009,sociology
ANNU REV LAW SOC SCI,0.001,2009,sociology
SOCIOLOGY,0.005,2009,sociology
BODY SOC,0.001,2009,sociology
SOCIOL HEALTH ILL,0.004,2009,sociology
SOCIOL QUART,0.003,2009,sociology
MOBILIZATION,0.002,2009,sociology
RATION SOC,0.001,2009,sociology
ETHNIC RACIAL STUD,0.004,2009,sociology
LAW SOC REV,0.002,2009,sociology
WORK EMPLOY SOC,0.003,2009,sociology
THEOR SOC,0.002,2009,sociology
LANG SOC,0.002,2009,sociology
YOUTH SOC,0.002,2009,sociology
J SCI STUD RELIG,0.002,2009,sociology
DISCOURSE SOC,0.002,2009,sociology
SOCIOL RURALIS,0.001,2009,sociology
ACTA SOCIOL,0.001,2009,sociology
SOCIOL PERSPECT,0.002,2009,sociology
SOCIOL REV,0.003,2009,sociology
HUM ECOL REV,0.001,2009,sociology
SOCIOL FORUM,0.002,2009,sociology
HUM ECOL,0.003,2009,sociology
HEALTH SOCIOL REV,0.001,2009,sociology
CORNELL HOTEL REST A,0.001,2009,sociology
SOCIOL INQ,0.001,2009,sociology
POETICS,0.001,2009,sociology
J CONTEMP ETHNOGR,0.001,2009,sociology
SOC NATUR RESOUR,0.003,2009,sociology
RURAL SOCIOL,0.001,2009,sociology
J SPORT SOC ISSUES,0.001,2009,sociology
LEISURE SCI,0.001,2009,sociology
INT SOCIOL,0.001,2009,sociology
SOCIOL RELIG,0.001,2009,sociology
RACE CLASS,0.001,2009,sociology
EUR SOC,0.001,2009,sociology
MEDIA CULT SOC,0.002,2009,sociology
SYMB INTERACT,0.001,2009,sociology
KOLNER Z SOZIOL SOZ,0.001,2009,sociology
MEN MASC,0.001,2009,sociology
J LEISURE RES,0.001,2009,sociology
INT J INTERCULT REL,0.002,2009,sociology
BRIT J SOCIOL EDUC,0.002,2009,sociology
INNOVATION-ABINGDON,0.001,2009,sociology
CULT SOCIOL,0.001,2009,sociology
SOC INDIC RES,0.004,2009,sociology
J SOCIOL,0.001,2009,sociology
DEVIANT BEHAV,0.001,2009,sociology
Z SOZIOL,0.001,2009,sociology
ANN TOURISM RES,0.002,2009,sociology
COMP STUD SOC HIST,0.001,2009,sociology
AM J ECON SOCIOL,0.001,2009,sociology
SOCIOL RES ONLINE,0.001,2009,sociology
SCAND J HOSP TOUR,0.001,2009,sociology
CAN REV SOCIOL,0.001,2009,sociology
REV FR SOCIOL,0.001,2009,sociology
SOCIOL SPECTRUM,0.001,2009,sociology
ARMED FORCES SOC,0.001,2009,sociology
CONTRIB INDIAN SOC,0.001,2009,sociology
REV RELIG RES,0.001,2009,sociology
J HIST SEXUALITY,0.001,2009,sociology
SOCIOL TRAV,0.001,2009,sociology
SOCIOLOGUS,0.001,2009,sociology
J HIST SOCIOL,0.001,2009,sociology
SOZ WELT,0.001,2009,sociology
J LAW SOC,0.001,2009,sociology
DEVIANCE SOC,0.001,2009,sociology
INT J SOCIOL LAW,0.001,2009,sociology
ARCH EUR SOCIOL,0.001,2009,sociology
SOC COMPASS,0.001,2009,sociology
CONTEMP SOCIOL,0.001,2009,sociology
BERL J SOZIOL,0.001,2009,sociology
POL SOCIOL REV,0.001,2009,sociology
HUM STUD,0.001,2009,sociology
CONVERGENCIA,0.001,2009,sociology
SOCIOL CAS,0.001,2009,sociology
SOCIOLOGIA,0.001,2009,sociology
SOCIETY,0.001,2009,sociology
TEMPO SOC,0.001,2009,sociology
SOTSIOL ISSLED+,0.001,2009,sociology
CORNELL HOSP Q,0.001,2009,sociology
TEACH SOCIOL,0.001,2009,sociology
CHINESE SOC ANTHROP,0.001,2009,sociology
REV INT SOCIOL,0.001,2009,sociology
SOCIOL THEOR METHOD,0.001,2009,sociology
DRUS ISTRAZ,0.001,2009,sociology
SOCIOL PROST,0.001,2009,sociology
SOCIOL FORSKNIN,0.001,2009,sociology
EAST EUR COUNTRYSIDE,0.001,2009,sociology
AM SOCIOL REV,0.017,2010,sociology
AM J SOCIOL,0.013,2010,sociology
ANNU REV SOCIOL,0.007,2010,sociology
SOCIOL METHOD RES,0.003,2010,sociology
SOC NETWORKS,0.004,2010,sociology
SOCIOL METHODOL,0.002,2010,sociology
SOC PROBL,0.004,2010,sociology
SOCIOL EDUC,0.002,2010,sociology
SOC FORCES,0.011,2010,sociology
SOCIOL THEOR,0.002,2010,sociology
BRIT J SOCIOL,0.004,2010,sociology
POPUL DEV REV,0.004,2010,sociology
GENDER SOC,0.004,2010,sociology
SOC SCI RES,0.007,2010,sociology
J MARRIAGE FAM,0.01,2010,sociology
ECON SOC,0.003,2010,sociology
EUR SOCIOL REV,0.004,2010,sociology
CITY COMMUNITY,0.001,2010,sociology
SOCIOLOGY,0.006,2010,sociology
POETICS,0.002,2010,sociology
LANG SOC,0.002,2010,sociology
ETHNIC RACIAL STUD,0.005,2010,sociology
GLOBAL NETW,0.002,2010,sociology
LAW SOC REV,0.002,2010,sociology
POLIT SOC,0.002,2010,sociology
ANNU REV LAW SOC SCI,0.002,2010,sociology
SOCIOL HEALTH ILL,0.004,2010,sociology
THEOR SOC,0.002,2010,sociology
CURR SOCIOL,0.002,2010,sociology
WORK OCCUPATION,0.001,2010,sociology
RATION SOC,0.001,2010,sociology
DISCOURSE SOC,0.002,2010,sociology
BODY SOC,0.001,2010,sociology
ACTA SOCIOL,0.001,2010,sociology
SOCIOL QUART,0.002,2010,sociology
SOCIOL RURALIS,0.001,2010,sociology
J SCI STUD RELIG,0.003,2010,sociology
MOBILIZATION,0.001,2010,sociology
HUM ECOL REV,0.001,2010,sociology
HUM ECOL,0.003,2010,sociology
YOUTH SOC,0.001,2010,sociology
SOCIOL FORUM,0.002,2010,sociology
RURAL SOCIOL,0.002,2010,sociology
J CONTEMP ETHNOGR,0.002,2010,sociology
ANN TOURISM RES,0.003,2010,sociology
SOCIOL REV,0.003,2010,sociology
INT J INTERCULT REL,0.002,2010,sociology
COMP STUD SOC HIST,0.002,2010,sociology
WORK EMPLOY SOC,0.002,2010,sociology
SOCIOL INQ,0.001,2010,sociology
MEN MASC,0.001,2010,sociology
MEDIA CULT SOC,0.002,2010,sociology
SOCIOL PERSPECT,0.001,2010,sociology
SOCIOL RELIG,0.001,2010,sociology
EUR SOC,0.001,2010,sociology
SOC NATUR RESOUR,0.003,2010,sociology
INT SOCIOL,0.001,2010,sociology
J HIST SEXUALITY,0.001,2010,sociology
DEVIANT BEHAV,0.001,2010,sociology
J SOCIOL,0.001,2010,sociology
BRIT J SOCIOL EDUC,0.002,2010,sociology
SYMB INTERACT,0.001,2010,sociology
J SPORT SOC ISSUES,0.001,2010,sociology
LEISURE SCI,0.001,2010,sociology
SOC INDIC RES,0.005,2010,sociology
J LEISURE RES,0.001,2010,sociology
SOCIOL TRAV,0.001,2010,sociology
HEALTH SOCIOL REV,0.001,2010,sociology
J LAW SOC,0.001,2010,sociology
ARCH EUR SOCIOL,0.001,2010,sociology
CULT SOCIOL,0.001,2010,sociology
INNOVATION-ABINGDON,0.001,2010,sociology
RACE CLASS,0.001,2010,sociology
ARMED FORCES SOC,0.001,2010,sociology
SOCIOL RES ONLINE,0.002,2010,sociology
REV FR SOCIOL,0.001,2010,sociology
CAN REV SOCIOL,0.001,2010,sociology
KOLNER Z SOZIOL SOZ,0.001,2010,sociology
Z SOZIOL,0.001,2010,sociology
AM J ECON SOCIOL,0.001,2010,sociology
REV RELIG RES,0.001,2010,sociology
SOCIETY,0.001,2010,sociology
SCAND J HOSP TOUR,0.001,2010,sociology
SOCIOL SPECTRUM,0.001,2010,sociology
J HIST SOCIOL,0.001,2010,sociology
SOC COMPASS,0.001,2010,sociology
HUM STUD,0.001,2010,sociology
CONTEMP SOCIOL,0.001,2010,sociology
CONTRIB INDIAN SOC,0.001,2010,sociology
SOCIOL CAS,0.001,2010,sociology
DEVIANCE SOC,0.001,2010,sociology
BERL J SOZIOL,0.001,2010,sociology
TEMPO SOC,0.001,2010,sociology
SOZ WELT,0.001,2010,sociology
REV INT SOCIOL,0.001,2010,sociology
CONVERGENCIA,0.001,2010,sociology
SOTSIOL ISSLED+,0.001,2010,sociology
POL SOCIOL REV,0.001,2010,sociology
CORNELL HOSP Q,0.001,2010,sociology
CHINESE SOC ANTHROP,0.001,2010,sociology
SOCIOLOGIA,0.001,2010,sociology
SOCIOL FORSKNIN,0.001,2010,sociology
DRUS ISTRAZ,0.001,2010,sociology
SOCIOLOGUS,0.001,2010,sociology
SOCIOL THEOR METHOD,0.001,2010,sociology
SOCIOL PROST,0.001,2010,sociology
EAST EUR COUNTRYSIDE,0.001,2010,sociology
AM SOCIOL REV,0.015,2011,sociology
ANNU REV SOCIOL,0.008,2011,sociology
AM J SOCIOL,0.011,2011,sociology
SOCIOL METHODOL,0.003,2011,sociology
POPUL DEV REV,0.005,2011,sociology
SOC NETWORKS,0.005,2011,sociology
POLIT SOC,0.003,2011,sociology
SOCIOL EDUC,0.002,2011,sociology
SOCIOL METHOD RES,0.003,2011,sociology
ECON SOC,0.003,2011,sociology
SOC FORCES,0.008,2011,sociology
SOC PROBL,0.003,2011,sociology
J MARRIAGE FAM,0.01,2011,sociology
GENDER SOC,0.003,2011,sociology
BRIT J SOCIOL,0.003,2011,sociology
EUR SOCIOL REV,0.004,2011,sociology
SOC SCI RES,0.007,2011,sociology
LAW SOC REV,0.002,2011,sociology
SOCIOLOGY,0.006,2011,sociology
SOCIOL THEOR,0.002,2011,sociology
GLOBAL NETW,0.002,2011,sociology
LANG SOC,0.002,2011,sociology
SOCIOL HEALTH ILL,0.005,2011,sociology
THEOR SOC,0.002,2011,sociology
ANNU REV LAW SOC SCI,0.002,2011,sociology
RURAL SOCIOL,0.002,2011,sociology
WORK OCCUPATION,0.001,2011,sociology
DISCOURSE SOC,0.002,2011,sociology
ACTA SOCIOL,0.001,2011,sociology
CURR SOCIOL,0.002,2011,sociology
POETICS,0.002,2011,sociology
HUM ECOL,0.004,2011,sociology
ETHNIC RACIAL STUD,0.004,2011,sociology
CITY COMMUNITY,0.001,2011,sociology
SOCIOL QUART,0.002,2011,sociology
RATION SOC,0.001,2011,sociology
YOUTH SOC,0.001,2011,sociology
MEDIA CULT SOC,0.002,2011,sociology
ANN TOURISM RES,0.003,2011,sociology
SOCIOL REV,0.003,2011,sociology
WORK EMPLOY SOC,0.002,2011,sociology
BODY SOC,0.001,2011,sociology
SOCIOL RURALIS,0.001,2011,sociology
J SPORT SOC ISSUES,0.001,2011,sociology
INT SOCIOL,0.001,2011,sociology
MOBILIZATION,0.001,2011,sociology
J CONTEMP ETHNOGR,0.001,2011,sociology
BRIT J SOCIOL EDUC,0.002,2011,sociology
J SCI STUD RELIG,0.002,2011,sociology
SOCIOL PERSPECT,0.001,2011,sociology
COMP STUD SOC HIST,0.002,2011,sociology
SOC NATUR RESOUR,0.003,2011,sociology
HUM ECOL REV,0.001,2011,sociology
INT J INTERCULT REL,0.002,2011,sociology
MEN MASC,0.001,2011,sociology
SOCIOL FORUM,0.002,2011,sociology
SOCIOL INQ,0.001,2011,sociology
EUR SOC,0.001,2011,sociology
SOC INDIC RES,0.006,2011,sociology
SOCIOL RELIG,0.001,2011,sociology
HEALTH SOCIOL REV,0.001,2011,sociology
ARCH EUR SOCIOL,0.001,2011,sociology
LEISURE SCI,0.001,2011,sociology
J SOCIOL,0.001,2011,sociology
RACE CLASS,0.001,2011,sociology
J LEISURE RES,0.001,2011,sociology
DEVIANT BEHAV,0.001,2011,sociology
ARMED FORCES SOC,0.001,2011,sociology
SOCIOL RES ONLINE,0.001,2011,sociology
J LAW SOC,0.001,2011,sociology
KOLNER Z SOZIOL SOZ,0.001,2011,sociology
CAN REV SOCIOL,0.001,2011,sociology
SCAND J HOSP TOUR,0.001,2011,sociology
Z SOZIOL,0.001,2011,sociology
SOCIOL SPECTRUM,0.001,2011,sociology
SYMB INTERACT,0.001,2011,sociology
AM J ECON SOCIOL,0.001,2011,sociology
REV RELIG RES,0.001,2011,sociology
INNOVATION-ABINGDON,0.001,2011,sociology
HUM STUD,0.001,2011,sociology
J HIST SEXUALITY,0.001,2011,sociology
REV FR SOCIOL,0.001,2011,sociology
SOZ WELT,0.001,2011,sociology
SOCIOL TRAV,0.001,2011,sociology
CONTRIB INDIAN SOC,0.001,2011,sociology
CORNELL HOSP Q,0.001,2011,sociology
SOC COMPASS,0.001,2011,sociology
CONTEMP SOCIOL,0.001,2011,sociology
SOCIETY,0.001,2011,sociology
SOCIOLOGUS,0.001,2011,sociology
TEMPO SOC,0.001,2011,sociology
CHINESE SOC ANTHROP,0.001,2011,sociology
J HIST SOCIOL,0.001,2011,sociology
REV INT SOCIOL,0.001,2011,sociology
BERL J SOZIOL,0.001,2011,sociology
DEVIANCE SOC,0.001,2011,sociology
SOCIOL CAS,0.001,2011,sociology
POL SOCIOL REV,0.001,2011,sociology
SOTSIOL ISSLED+,0.001,2011,sociology
SOCIOL FORSKNIN,0.001,2011,sociology
SOCIOL THEOR METHOD,0.001,2011,sociology
DRUS ISTRAZ,0.001,2011,sociology
SOCIOLOGIA,0.001,2011,sociology
EAST EUR COUNTRYSIDE,0.001,2011,sociology
SOCIOL PROST,0.001,2011,sociology
CONVERGENCIA,0.001,2011,sociology
ANNU REV SOCIOL,0.01,2012,sociology
AM J SOCIOL,0.013,2012,sociology
AM SOCIOL REV,0.014,2012,sociology
SOC NETWORKS,0.006,2012,sociology
SOCIOL METHODOL,0.002,2012,sociology
SOCIOL METHOD RES,0.003,2012,sociology
SOCIOL THEOR,0.003,2012,sociology
POLIT SOC,0.003,2012,sociology
SOCIOL EDUC,0.002,2012,sociology
SOC FORCES,0.009,2012,sociology
POPUL DEV REV,0.004,2012,sociology
SOC PROBL,0.004,2012,sociology
J MARRIAGE FAM,0.011,2012,sociology
GENDER SOC,0.004,2012,sociology
EUR SOCIOL REV,0.005,2012,sociology
BRIT J SOCIOL,0.003,2012,sociology
GLOBAL NETW,0.003,2012,sociology
ECON SOC,0.003,2012,sociology
SOCIOLOGY,0.007,2012,sociology
ANNU REV LAW SOC SCI,0.002,2012,sociology
SOC SCI RES,0.008,2012,sociology
LAW SOC REV,0.002,2012,sociology
SOCIOL QUART,0.002,2012,sociology
LANG SOC,0.002,2012,sociology
THEOR SOC,0.002,2012,sociology
RATION SOC,0.001,2012,sociology
POETICS,0.002,2012,sociology
SOCIOL HEALTH ILL,0.005,2012,sociology
DISCOURSE SOC,0.002,2012,sociology
ACTA SOCIOL,0.001,2012,sociology
COMP STUD SOC HIST,0.002,2012,sociology
RURAL SOCIOL,0.002,2012,sociology
WORK OCCUPATION,0.001,2012,sociology
ETHNIC RACIAL STUD,0.004,2012,sociology
WORK EMPLOY SOC,0.003,2012,sociology
BODY SOC,0.001,2012,sociology
HUM ECOL,0.004,2012,sociology
J CONTEMP ETHNOGR,0.002,2012,sociology
J SCI STUD RELIG,0.003,2012,sociology
SOCIOL REV,0.003,2012,sociology
J LAW SOC,0.002,2012,sociology
MOBILIZATION,0.001,2012,sociology
SOCIOL FORUM,0.002,2012,sociology
SOCIOL RELIG,0.001,2012,sociology
INT SOCIOL,0.001,2012,sociology
CURR SOCIOL,0.002,2012,sociology
SOCIOL RURALIS,0.001,2012,sociology
SOCIOL INQ,0.001,2012,sociology
ANN TOURISM RES,0.003,2012,sociology
YOUTH SOC,0.002,2012,sociology
J SPORT SOC ISSUES,0.001,2012,sociology
J SOCIOL,0.001,2012,sociology
SOC INDIC RES,0.007,2012,sociology
CITY COMMUNITY,0.001,2012,sociology
SOCIOL PERSPECT,0.001,2012,sociology
MEN MASC,0.001,2012,sociology
CONTEMP SOCIOL,0.001,2012,sociology
HUM ECOL REV,0.001,2012,sociology
MEDIA CULT SOC,0.002,2012,sociology
BRIT J SOCIOL EDUC,0.002,2012,sociology
SOC NATUR RESOUR,0.003,2012,sociology
INT J INTERCULT REL,0.002,2012,sociology
LEISURE SCI,0.001,2012,sociology
SYMB INTERACT,0.001,2012,sociology
EUR SOC,0.001,2012,sociology
CAN REV SOCIOL,0.001,2012,sociology
J LEISURE RES,0.001,2012,sociology
Z SOZIOL,0.001,2012,sociology
ARCH EUR SOCIOL,0.001,2012,sociology
SOCIOL SPECTRUM,0.001,2012,sociology
SOCIOL RES ONLINE,0.002,2012,sociology
DEVIANT BEHAV,0.001,2012,sociology
REV FR SOCIOL,0.001,2012,sociology
RACE CLASS,0.001,2012,sociology
J HIST SOCIOL,0.001,2012,sociology
KOLNER Z SOZIOL SOZ,0.001,2012,sociology
HUM STUD,0.001,2012,sociology
J HIST SEXUALITY,0.001,2012,sociology
SOCIOL TRAV,0.001,2012,sociology
ARMED FORCES SOC,0.001,2012,sociology
REV RELIG RES,0.001,2012,sociology
AM J ECON SOCIOL,0.001,2012,sociology
HEALTH SOCIOL REV,0.001,2012,sociology
CORNELL HOSP Q,0.001,2012,sociology
SOCIOLOGUS,0.001,2012,sociology
SCAND J HOSP TOUR,0.001,2012,sociology
INNOVATION-ABINGDON,0.001,2012,sociology
CHINESE SOC ANTHROP,0.001,2012,sociology
SOC COMPASS,0.001,2012,sociology
BERL J SOZIOL,0.001,2012,sociology
SOCIETY,0.001,2012,sociology
CONTRIB INDIAN SOC,0.001,2012,sociology
SOCIOL CAS,0.001,2012,sociology
REV INT SOCIOL,0.001,2012,sociology
DEVIANCE SOC,0.001,2012,sociology
SOCIOLOGIA,0.001,2012,sociology
SOTSIOL ISSLED+,0.001,2012,sociology
SOZ WELT,0.001,2012,sociology
POL SOCIOL REV,0.001,2012,sociology
CONVERGENCIA,0.001,2012,sociology
EAST EUR COUNTRYSIDE,0.001,2012,sociology
DRUS ISTRAZ,0.001,2012,sociology
SOCIOL FORSKNIN,0.001,2012,sociology
ANNU REV SOCIOL,0.01,2013,sociology
AM SOCIOL REV,0.014,2013,sociology
AM J SOCIOL,0.012,2013,sociology
SOCIOL METHODOL,0.002,2013,sociology
SOCIOL THEOR,0.003,2013,sociology
SOC NETWORKS,0.006,2013,sociology
SOCIOL EDUC,0.003,2013,sociology
SOCIOL METHOD RES,0.003,2013,sociology
SOC PROBL,0.004,2013,sociology
POLIT SOC,0.002,2013,sociology
EUR SOCIOL REV,0.006,2013,sociology
BRIT J SOCIOL,0.004,2013,sociology
ECON SOC,0.003,2013,sociology
GENDER SOC,0.003,2013,sociology
J MARRIAGE FAM,0.01,2013,sociology
POPUL DEV REV,0.004,2013,sociology
SOC FORCES,0.007,2013,sociology
GLOBAL NETW,0.003,2013,sociology
SOC SCI RES,0.009,2013,sociology
LAW SOC REV,0.003,2013,sociology
SOCIOLOGY,0.006,2013,sociology
THEOR SOC,0.002,2013,sociology
LANG SOC,0.002,2013,sociology
WORK OCCUPATION,0.001,2013,sociology
SOCIOL HEALTH ILL,0.006,2013,sociology
SOCIOL QUART,0.002,2013,sociology
BODY SOC,0.002,2013,sociology
POETICS,0.002,2013,sociology
ETHNIC RACIAL STUD,0.006,2013,sociology
ANNU REV LAW SOC SCI,0.002,2013,sociology
DISCOURSE SOC,0.002,2013,sociology
CITY COMMUNITY,0.001,2013,sociology
WORK EMPLOY SOC,0.003,2013,sociology
MEDIA CULT SOC,0.003,2013,sociology
SOCIOL RELIG,0.001,2013,sociology
J SCI STUD RELIG,0.003,2013,sociology
INT SOCIOL,0.002,2013,sociology
SOCIOL FORUM,0.002,2013,sociology
YOUTH SOC,0.002,2013,sociology
COMP STUD SOC HIST,0.002,2013,sociology
J SOCIOL,0.001,2013,sociology
SOCIOL RURALIS,0.001,2013,sociology
RURAL SOCIOL,0.001,2013,sociology
SOCIOL REV,0.003,2013,sociology
J SPORT SOC ISSUES,0.001,2013,sociology
ANN TOURISM RES,0.003,2013,sociology
SOCIOL TRAV,0.001,2013,sociology
SOCIOL INQ,0.001,2013,sociology
RATION SOC,0.001,2013,sociology
ACTA SOCIOL,0.001,2013,sociology
HUM ECOL,0.003,2013,sociology
INT J INTERCULT REL,0.003,2013,sociology
MEN MASC,0.001,2013,sociology
SOCIOL PERSPECT,0.001,2013,sociology
SOC INDIC RES,0.007,2013,sociology
CURR SOCIOL,0.002,2013,sociology
LEISURE SCI,0.001,2013,sociology
J CONTEMP ETHNOGR,0.001,2013,sociology
CONTEMP SOCIOL,0.001,2013,sociology
EUR SOC,0.001,2013,sociology
RACE CLASS,0.001,2013,sociology
DEVIANT BEHAV,0.001,2013,sociology
SOC NATUR RESOUR,0.003,2013,sociology
BRIT J SOCIOL EDUC,0.002,2013,sociology
J LAW SOC,0.001,2013,sociology
ARCH EUR SOCIOL,0.001,2013,sociology
HUM ECOL REV,0.001,2013,sociology
J LEISURE RES,0.001,2013,sociology
SYMB INTERACT,0.001,2013,sociology
SOCIOL SPECTRUM,0.001,2013,sociology
SOCIOL RES ONLINE,0.001,2013,sociology
CORNELL HOSP Q,0.001,2013,sociology
SCAND J HOSP TOUR,0.001,2013,sociology
MOBILIZATION,0.001,2013,sociology
Z SOZIOL,0.001,2013,sociology
ARMED FORCES SOC,0.001,2013,sociology
HEALTH SOCIOL REV,0.001,2013,sociology
SOCIOLOGUS,0.001,2013,sociology
KOLNER Z SOZIOL SOZ,0.001,2013,sociology
J HIST SEXUALITY,0.001,2013,sociology
AM J ECON SOCIOL,0.001,2013,sociology
CAN REV SOCIOL,0.001,2013,sociology
REV RELIG RES,0.001,2013,sociology
J HIST SOCIOL,0.001,2013,sociology
HUM STUD,0.001,2013,sociology
SOZ WELT,0.001,2013,sociology
BERL J SOZIOL,0.001,2013,sociology
SOC COMPASS,0.001,2013,sociology
CONTRIB INDIAN SOC,0.001,2013,sociology
INNOVATION-ABINGDON,0.001,2013,sociology
SOCIETY,0.001,2013,sociology
DEVIANCE SOC,0.001,2013,sociology
